n;gridSize;blockSize;p;q;clocks;seconds
50621;88;32;223;227;648300;0.648300
50621;90;32;223;227;671378;0.671378
50621;92;32;223;227;698301;0.698301
50621;94;32;223;227;722463;0.722463
50621;96;32;223;227;743461;0.743461
50621;98;32;223;227;768699;0.768699
50621;100;32;223;227;797816;0.797816
50621;102;32;223;227;820154;0.820154
50621;104;32;223;227;861993;0.861993
50621;106;32;223;227;885216;0.885216
50621;108;32;223;227;916884;0.916884
50621;110;32;223;227;953032;0.953032
50621;112;32;223;227;989903;0.989903
50621;114;32;223;227;1023374;1.023374
50621;116;32;223;227;1057140;1.057140
50621;118;32;223;227;1087825;1.087825
50621;120;32;223;227;1118600;1.118600
50621;122;32;223;227;1162669;1.162669
50621;124;32;223;227;1189925;1.189925
50621;126;32;223;227;1226724;1.226724
50621;128;32;223;227;1264182;1.264182
51983;2;32;227;229;46971;0.046971
51983;2;64;227;229;54880;0.054880
51983;2;96;227;229;68048;0.068048
51983;2;128;227;229;85912;0.085912
51983;2;160;227;229;105510;0.105510
51983;2;192;227;229;130256;0.130256
51983;2;224;227;229;150817;0.150817
51983;2;256;227;229;185547;0.185547
51983;2;288;227;229;217621;0.217621
51983;2;320;227;229;249472;0.249472
51983;2;352;227;229;280015;0.280015
51983;2;384;227;229;321296;0.321296
51983;2;416;227;229;361436;0.361436
51983;2;448;227;229;399341;0.399341
51983;2;480;227;229;460705;0.460705
51983;2;512;227;229;508889;0.508889
51983;2;544;227;229;548919;0.548919
51983;2;576;227;229;602950;0.602950
51983;2;608;227;229;679211;0.679211
51983;2;640;227;229;706074;0.706074
51983;2;672;227;229;775918;0.775918
51983;2;704;227;229;841274;0.841274
51983;2;736;227;229;917329;0.917329
51983;2;768;227;229;988349;0.988349
51983;2;800;227;229;1054047;1.054047
51983;2;832;227;229;1113571;1.113571
51983;2;864;227;229;1183952;1.183952
51983;2;896;227;229;1266484;1.266484
51983;2;928;227;229;1322977;1.322977
51983;2;960;227;229;1430582;1.430582
51983;2;992;227;229;1511556;1.511556
51983;2;1024;227;229;1604838;1.604838
51983;4;32;227;229;55051;0.055051
51983;4;64;227;229;85860;0.085860
51983;4;96;227;229;130710;0.130710
51983;4;128;227;229;185490;0.185490
51983;4;160;227;229;249415;0.249415
51983;4;192;227;229;321322;0.321322
51983;4;224;227;229;399414;0.399414
51983;4;256;227;229;508936;0.508936
51983;4;288;227;229;603055;0.603055
51983;4;320;227;229;705971;0.705971
51983;4;352;227;229;841305;0.841305
51983;4;384;227;229;988412;0.988412
51983;4;416;227;229;1113229;1.113229
51983;4;448;227;229;1266606;1.266606
51983;4;480;227;229;1430778;1.430778
51983;4;512;227;229;1605922;1.605922
51983;4;544;227;229;1769269;1.769269
51983;4;576;227;229;1976498;1.976498
51983;4;608;227;229;2146096;2.146096
51983;4;640;227;229;2337851;2.337851
51983;4;672;227;229;2603967;2.603967
51983;4;704;227;229;2827955;2.827955
51983;4;736;227;229;3033222;3.033222
51983;4;768;227;229;3231077;3.231077
51983;4;800;227;229;3468689;3.468689
51983;4;832;227;229;3732296;3.732296
51983;4;864;227;229;4040116;4.040116
51983;4;896;227;229;4324074;4.324074
51983;4;928;227;229;4617837;4.617837
51983;4;960;227;229;4941606;4.941606
51983;4;992;227;229;5216664;5.216664
51983;4;1024;227;229;5479784;5.479784
51983;6;32;227;229;68074;0.068074
51983;6;64;227;229;130143;0.130143
51983;6;96;227;229;217679;0.217679
51983;6;128;227;229;321304;0.321304
51983;6;160;227;229;460246;0.460246
51983;6;192;227;229;603080;0.603080
51983;6;224;227;229;776502;0.776502
51983;6;256;227;229;988557;0.988557
51983;6;288;227;229;1184159;1.184159
51983;6;320;227;229;1430808;1.430808
51983;6;352;227;229;1670382;1.670382
51983;6;384;227;229;1976429;1.976429
51983;6;416;227;229;2221910;2.221910
51983;6;448;227;229;2604006;2.604006
51983;6;480;227;229;2914839;2.914839
51983;6;512;227;229;3231378;3.231378
51983;6;544;227;229;3648698;3.648698
51983;6;576;227;229;4040620;4.040620
51983;6;608;227;229;4452075;4.452075
51983;6;640;227;229;4942427;4.942427
51983;6;672;227;229;5377857;5.377857
51983;8;32;227;229;85986;0.085986
51983;8;64;227;229;185540;0.185540
51983;8;96;227;229;321350;0.321350
51983;8;128;227;229;508926;0.508926
51983;8;160;227;229;706091;0.706091
51983;8;192;227;229;988549;0.988549
51983;8;224;227;229;1266723;1.266723
51983;8;256;227;229;1605637;1.605637
51983;8;288;227;229;1976656;1.976656
51983;8;320;227;229;2338018;2.338018
51983;8;352;227;229;2828425;2.828425
51983;8;384;227;229;3231337;3.231337
51983;8;416;227;229;3732329;3.732329
51983;8;448;227;229;4324564;4.324564
51983;8;480;227;229;4941732;4.941732
51983;8;512;227;229;5479973;5.479973
51983;10;32;227;229;105650;0.105650
51983;10;64;227;229;249492;0.249492
51983;10;96;227;229;460379;0.460379
51983;10;128;227;229;706035;0.706035
51983;10;160;227;229;1054238;1.054238
51983;10;192;227;229;1430864;1.430864
51983;10;224;227;229;1871581;1.871581
51983;10;256;227;229;2338044;2.338044
51983;10;288;227;229;2915221;2.915221
51983;10;320;227;229;3470724;3.470724
51983;10;352;227;229;4199075;4.199075
51983;10;384;227;229;4942328;4.942328
51983;12;32;227;229;130400;0.130400
51983;12;64;227;229;321785;0.321785
51983;12;96;227;229;603171;0.603171
51983;12;128;227;229;988500;0.988500
51983;12;160;227;229;1430888;1.430888
51983;12;192;227;229;1976642;1.976642
51983;12;224;227;229;2604360;2.604360
51983;12;256;227;229;3231945;3.231945
51983;12;288;227;229;4040346;4.040346
51983;12;320;227;229;4942658;4.942658
51983;14;32;227;229;151457;0.151457
51983;14;64;227;229;399452;0.399452
51983;14;96;227;229;776050;0.776050
51983;14;128;227;229;1266634;1.266634
51983;14;160;227;229;1871641;1.871641
51983;14;192;227;229;2604664;2.604664
51983;14;224;227;229;3341359;3.341359
51983;14;256;227;229;4324768;4.324768
51983;14;288;227;229;5378508;5.378508
51983;16;32;227;229;185631;0.185631
51983;16;64;227;229;508867;0.508867
51983;16;96;227;229;988953;0.988953
51983;16;128;227;229;1605634;1.605634
51983;16;160;227;229;2338483;2.338483
51983;16;192;227;229;3232154;3.232154
51983;16;224;227;229;4324607;4.324607
51983;16;256;227;229;5480608;5.480608
51983;18;32;227;229;217764;0.217764
51983;18;64;227;229;603036;0.603036
51983;18;96;227;229;1184162;1.184162
51983;18;128;227;229;1976597;1.976597
51983;18;160;227;229;2915899;2.915899
51983;18;192;227;229;4040723;4.040723
51983;18;224;227;229;5377805;5.377805
51983;20;32;227;229;249458;0.249458
51983;20;64;227;229;705990;0.705990
51983;20;96;227;229;1431118;1.431118
51983;20;128;227;229;2338053;2.338053
51983;20;160;227;229;3469882;3.469882
51983;20;192;227;229;4942744;4.942744
51983;22;32;227;229;280061;0.280061
51983;22;64;227;229;841856;0.841856
51983;22;96;227;229;1670328;1.670328
51983;22;128;227;229;2829008;2.829008
51983;22;160;227;229;4199838;4.199838
51983;24;32;227;229;321473;0.321473
51983;24;64;227;229;988423;0.988423
51983;24;96;227;229;1976574;1.976574
51983;24;128;227;229;3232442;3.232442
51983;24;160;227;229;4942735;4.942735
51983;26;32;227;229;361984;0.361984
51983;26;64;227;229;1113800;1.113800
51983;26;96;227;229;2222407;2.222407
51983;26;128;227;229;3732671;3.732671
51983;28;32;227;229;399428;0.399428
51983;28;64;227;229;1266697;1.266697
51983;28;96;227;229;2605262;2.605262
51983;28;128;227;229;4325012;4.325012
51983;30;32;227;229;460438;0.460438
51983;30;64;227;229;1431243;1.431243
51983;30;96;227;229;2915460;2.915460
51983;30;128;227;229;4942706;4.942706
51983;32;32;227;229;509037;0.509037
51983;32;64;227;229;1605697;1.605697
51983;32;96;227;229;3232039;3.232039
51983;32;128;227;229;5481721;5.481721
51983;34;32;227;229;549146;0.549146
51983;34;64;227;229;1769729;1.769729
51983;34;96;227;229;3650110;3.650110
51983;36;32;227;229;603045;0.603045
51983;36;64;227;229;1976713;1.976713
51983;36;96;227;229;4041357;4.041357
51983;38;32;227;229;679204;0.679204
51983;38;64;227;229;2145969;2.145969
51983;38;96;227;229;4452303;4.452303
51983;40;32;227;229;706496;0.706496
51983;40;64;227;229;2337928;2.337928
51983;40;96;227;229;4942893;4.942893
51983;42;32;227;229;775895;0.775895
51983;42;64;227;229;2604645;2.604645
51983;42;96;227;229;5379101;5.379101
51983;44;32;227;229;841817;0.841817
51983;44;64;227;229;2828508;2.828508
51983;46;32;227;229;917285;0.917285
51983;46;64;227;229;3033146;3.033146
51983;48;32;227;229;988879;0.988879
51983;48;64;227;229;3224996;3.224996
51983;50;32;227;229;1054077;1.054077
51983;50;64;227;229;3469421;3.469421
51983;52;32;227;229;1113593;1.113593
51983;52;64;227;229;3732885;3.732885
51983;54;32;227;229;1184035;1.184035
51983;54;64;227;229;4040562;4.040562
51983;56;32;227;229;1266393;1.266393
51983;56;64;227;229;4324491;4.324491
51983;58;32;227;229;1322922;1.322922
51983;58;64;227;229;4618652;4.618652
51983;60;32;227;229;1430104;1.430104
51983;60;64;227;229;4942111;4.942111
51983;62;32;227;229;1512213;1.512213
51983;62;64;227;229;5217618;5.217618
51983;64;32;227;229;1605736;1.605736
51983;64;64;227;229;5480360;5.480360
51983;66;32;227;229;1669600;1.669600
51983;68;32;227;229;1768952;1.768952
51983;70;32;227;229;1871196;1.871196
51983;72;32;227;229;1976045;1.976045
51983;74;32;227;229;2083805;2.083805
51983;76;32;227;229;2145503;2.145503
51983;78;32;227;229;2221010;2.221010
51983;80;32;227;229;2337116;2.337116
51983;82;32;227;229;2495625;2.495625
51983;84;32;227;229;2604072;2.604072
51983;86;32;227;229;2729177;2.729177
51983;88;32;227;229;2827865;2.827865
51983;90;32;227;229;2914687;2.914687
51983;92;32;227;229;3032719;3.032719
51983;94;32;227;229;3138570;3.138570
51983;96;32;227;229;3230982;3.230982
51983;98;32;227;229;3340857;3.340857
51983;100;32;227;229;3468827;3.468827
51983;102;32;227;229;3649044;3.649044
51983;104;32;227;229;3731683;3.731683
51983;106;32;227;229;3867388;3.867388
51983;108;32;227;229;4040017;4.040017
51983;110;32;227;229;4198641;4.198641
51983;112;32;227;229;4323856;4.323856
51983;114;32;227;229;4450775;4.450775
51983;116;32;227;229;4617946;4.617946
51983;118;32;227;229;4749922;4.749922
51983;120;32;227;229;4942222;4.942222
51983;122;32;227;229;5058803;5.058803
51983;124;32;227;229;5216903;5.216903
51983;126;32;227;229;5377791;5.377791
51983;128;32;227;229;5480005;5.480005
53357;2;32;233;229;14000;0.014000
53357;2;64;233;229;20882;0.020882
53357;2;96;233;229;23815;0.023815
53357;2;128;233;229;41094;0.041094
53357;2;160;233;229;60689;0.060689
53357;2;192;233;229;80838;0.080838
53357;2;224;233;229;104785;0.104785
53357;2;256;233;229;124361;0.124361
53357;2;288;233;229;155639;0.155639
53357;2;320;233;229;189242;0.189242
53357;2;352;233;229;216594;0.216594
53357;2;384;233;229;249879;0.249879
53357;2;416;233;229;294488;0.294488
53357;2;448;233;229;329260;0.329260
53357;2;480;233;229;371313;0.371313
53357;2;512;233;229;426264;0.426264
53357;2;544;233;229;474077;0.474077
53357;2;576;233;229;513167;0.513167
53357;2;608;233;229;572369;0.572369
53357;2;640;233;229;641163;0.641163
53357;2;672;233;229;674193;0.674193
53357;2;704;233;229;729198;0.729198
53357;2;736;233;229;815534;0.815534
53357;2;768;233;229;868081;0.868081
53357;2;800;233;229;961888;0.961888
53357;2;832;233;229;1002369;1.002369
53357;2;864;233;229;1086666;1.086666
53357;2;896;233;229;1147752;1.147752
53357;2;928;233;229;1229924;1.229924
53357;2;960;233;229;1285653;1.285653
53357;2;992;233;229;1382494;1.382494
53357;2;1024;233;229;1452464;1.452464
53357;4;32;233;229;21071;0.021071
53357;4;64;233;229;41089;0.041089
53357;4;96;233;229;80931;0.080931
53357;4;128;233;229;124430;0.124430
53357;4;160;233;229;189330;0.189330
53357;4;192;233;229;249896;0.249896
53357;4;224;233;229;329325;0.329325
53357;4;256;233;229;426300;0.426300
53357;4;288;233;229;513138;0.513138
53357;4;320;233;229;641423;0.641423
53357;4;352;233;229;728921;0.728921
53357;4;384;233;229;868181;0.868181
53357;4;416;233;229;1002508;1.002508
53357;4;448;233;229;1147783;1.147783
53357;4;480;233;229;1285810;1.285810
53357;4;512;233;229;1452625;1.452625
53357;4;544;233;229;1619048;1.619048
53357;4;576;233;229;1796461;1.796461
53357;4;608;233;229;2030435;2.030435
53357;4;640;233;229;2177934;2.177934
53357;4;672;233;229;2437329;2.437329
53357;4;704;233;229;2668353;2.668353
53357;4;736;233;229;2896280;2.896280
53357;4;768;233;229;3089747;3.089747
53357;4;800;233;229;3306582;3.306582
53357;4;832;233;229;3564362;3.564362
53357;4;864;233;229;3814871;3.814871
53357;4;896;233;229;4109421;4.109421
53357;4;928;233;229;4432856;4.432856
53357;4;960;233;229;4693739;4.693739
53357;4;992;233;229;4962222;4.962222
53357;4;1024;233;229;5278757;5.278757
53357;6;32;233;229;30945;0.030945
53357;6;64;233;229;80816;0.080816
53357;6;96;233;229;155154;0.155154
53357;6;128;233;229;249895;0.249895
53357;6;160;233;229;371305;0.371305
53357;6;192;233;229;513248;0.513248
53357;6;224;233;229;674142;0.674142
53357;6;256;233;229;868234;0.868234
53357;6;288;233;229;1086717;1.086717
53357;6;320;233;229;1285925;1.285925
53357;6;352;233;229;1555756;1.555756
53357;6;384;233;229;1796046;1.796046
53357;6;416;233;229;2090355;2.090355
53357;6;448;233;229;2437944;2.437944
53357;6;480;233;229;2766822;2.766822
53357;6;512;233;229;3089786;3.089786
53357;6;544;233;229;3402264;3.402264
53357;6;576;233;229;3815008;3.815008
53357;6;608;233;229;4270078;4.270078
53357;6;640;233;229;4693950;4.693950
53357;6;672;233;229;5158672;5.158672
53357;8;32;233;229;48272;0.048272
53357;8;64;233;229;117355;0.117355
53357;8;96;233;229;249923;0.249923
53357;8;128;233;229;426396;0.426396
53357;8;160;233;229;641423;0.641423
53357;8;192;233;229;868570;0.868570
53357;8;224;233;229;1147868;1.147868
53357;8;256;233;229;1452692;1.452692
53357;8;288;233;229;1796241;1.796241
53357;8;320;233;229;2178518;2.178518
53357;8;352;233;229;2668632;2.668632
53357;8;384;233;229;3089923;3.089923
53357;8;416;233;229;3564756;3.564756
53357;8;448;233;229;4109069;4.109069
53357;8;480;233;229;4693796;4.693796
53357;8;512;233;229;5278962;5.278962
53357;10;32;233;229;61247;0.061247
53357;10;64;233;229;189233;0.189233
53357;10;96;233;229;371274;0.371274
53357;10;128;233;229;641436;0.641436
53357;10;160;233;229;962259;0.962259
53357;10;192;233;229;1285873;1.285873
53357;10;224;233;229;1706502;1.706502
53357;10;256;233;229;2178014;2.178014
53357;10;288;233;229;2767174;2.767174
53357;10;320;233;229;3307848;3.307848
53357;10;352;233;229;3987351;3.987351
53357;10;384;233;229;4693958;4.693958
53357;12;32;233;229;81000;0.081000
53357;12;64;233;229;249851;0.249851
53357;12;96;233;229;513187;0.513187
53357;12;128;233;229;868159;0.868159
53357;12;160;233;229;1285894;1.285894
53357;12;192;233;229;1796196;1.796196
53357;12;224;233;229;2437812;2.437812
53357;12;256;233;229;3090304;3.090304
53357;12;288;233;229;3815287;3.815287
53357;12;320;233;229;4694341;4.694341
53357;14;32;233;229;104784;0.104784
53357;14;64;233;229;329274;0.329274
53357;14;96;233;229;674204;0.674204
53357;14;128;233;229;1147998;1.147998
53357;14;160;233;229;1706734;1.706734
53357;14;192;233;229;2437867;2.437867
53357;14;224;233;229;3166091;3.166091
53357;14;256;233;229;4110568;4.110568
53357;14;288;233;229;5159192;5.159192
53357;16;32;233;229;125026;0.125026
53357;16;64;233;229;426290;0.426290
53357;16;96;233;229;868176;0.868176
53357;16;128;233;229;1452645;1.452645
53357;16;160;233;229;2177753;2.177753
53357;16;192;233;229;3090082;3.090082
53357;16;224;233;229;4109731;4.109731
53357;16;256;233;229;5279494;5.279494
53357;18;32;233;229;155155;0.155155
53357;18;64;233;229;513343;0.513343
53357;18;96;233;229;1086847;1.086847
53357;18;128;233;229;1796047;1.796047
53357;18;160;233;229;2767239;2.767239
53357;18;192;233;229;3815211;3.815211
53357;18;224;233;229;5159276;5.159276
53357;20;32;233;229;189402;0.189402
53357;20;64;233;229;641499;0.641499
53357;20;96;233;229;1286076;1.286076
53357;20;128;233;229;2179100;2.179100
53357;20;160;233;229;3307274;3.307274
53357;20;192;233;229;4693976;4.693976
53357;22;32;233;229;216534;0.216534
53357;22;64;233;229;729295;0.729295
53357;22;96;233;229;1556035;1.556035
53357;22;128;233;229;2668655;2.668655
53357;22;160;233;229;3987586;3.987586
53357;24;32;233;229;249987;0.249987
53357;24;64;233;229;868140;0.868140
53357;24;96;233;229;1796048;1.796048
53357;24;128;233;229;3090310;3.090310
53357;24;160;233;229;4694853;4.694853
53357;26;32;233;229;294446;0.294446
53357;26;64;233;229;1002569;1.002569
53357;26;96;233;229;2090609;2.090609
53357;26;128;233;229;3565170;3.565170
53357;28;32;233;229;329347;0.329347
53357;28;64;233;229;1147935;1.147935
53357;28;96;233;229;2437975;2.437975
53357;28;128;233;229;4110579;4.110579
53357;30;32;233;229;371938;0.371938
53357;30;64;233;229;1286075;1.286075
53357;30;96;233;229;2767475;2.767475
53357;30;128;233;229;4694357;4.694357
53357;32;32;233;229;426391;0.426391
53357;32;64;233;229;1452969;1.452969
53357;32;96;233;229;3091003;3.091003
53357;32;128;233;229;5279407;5.279407
53357;34;32;233;229;474228;0.474228
53357;34;64;233;229;1618905;1.618905
53357;34;96;233;229;3402629;3.402629
53357;36;32;233;229;513254;0.513254
53357;36;64;233;229;1796180;1.796180
53357;36;96;233;229;3815459;3.815459
53357;38;32;233;229;572436;0.572436
53357;38;64;233;229;2029517;2.029517
53357;38;96;233;229;4270343;4.270343
53357;40;32;233;229;642088;0.642088
53357;40;64;233;229;2178774;2.178774
53357;40;96;233;229;4694439;4.694439
53357;42;32;233;229;674228;0.674228
53357;42;64;233;229;2437536;2.437536
53357;42;96;233;229;5159400;5.159400
53357;44;32;233;229;729300;0.729300
53357;44;64;233;229;2669011;2.669011
53357;46;32;233;229;815475;0.815475
53357;46;64;233;229;2896845;2.896845
53357;48;32;233;229;868105;0.868105
53357;48;64;233;229;3090099;3.090099
53357;50;32;233;229;962008;0.962008
53357;50;64;233;229;3306852;3.306852
53357;52;32;233;229;1002460;1.002460
53357;52;64;233;229;3564684;3.564684
53357;54;32;233;229;1086667;1.086667
53357;54;64;233;229;3815365;3.815365
53357;56;32;233;229;1147719;1.147719
53357;56;64;233;229;4109833;4.109833
53357;58;32;233;229;1229359;1.229359
53357;58;64;233;229;4433331;4.433331
53357;60;32;233;229;1285601;1.285601
53357;60;64;233;229;4693900;4.693900
53357;62;32;233;229;1382472;1.382472
53357;62;64;233;229;4962533;4.962533
53357;64;32;233;229;1452934;1.452934
53357;64;64;233;229;5279132;5.279132
53357;66;32;233;229;1555267;1.555267
53357;68;32;233;229;1618629;1.618629
53357;70;32;233;229;1705926;1.705926
53357;72;32;233;229;1795602;1.795602
53357;74;32;233;229;1934140;1.934140
53357;76;32;233;229;2029055;2.029055
53357;78;32;233;229;2089949;2.089949
53357;80;32;233;229;2177209;2.177209
53357;82;32;233;229;2266623;2.266623
53357;84;32;233;229;2437237;2.437237
53357;86;32;233;229;2544743;2.544743
53357;88;32;233;229;2668418;2.668418
53357;90;32;233;229;2766692;2.766692
53357;92;32;233;229;2896741;2.896741
53357;94;32;233;229;2969712;2.969712
53357;96;32;233;229;3089638;3.089638
53357;98;32;233;229;3165929;3.165929
53357;100;32;233;229;3306045;3.306045
53357;102;32;233;229;3401966;3.401966
53357;104;32;233;229;3564196;3.564196
53357;106;32;233;229;3697051;3.697051
53357;108;32;233;229;3814722;3.814722
53357;110;32;233;229;3987059;3.987059
